No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,PM2.5_Category,PM10_Category
27159,154.0,295.0,40.0,51.0,2400.0,114.0,20.5,1002.3,5.7,0.0,S,4.6,Huairou,2016-04-05 14:00:00,Buruk,Buruk
27160,229.0,308.0,58.0,68.0,3600.0,103.0,21.0,1001.4,5.7,0.0,SSE,4.3,Huairou,2016-04-05 15:00:00,Buruk,Buruk
27161,182.0,246.0,51.0,52.0,2800.0,126.0,20.7,1001.1,5.1,0.0,S,4.2,Huairou,2016-04-05 16:00:00,Buruk,Buruk
27162,119.0,204.0,25.0,34.0,1200.0,129.0,19.3,1001.5,5.0,0.0,SE,3.7,Huairou,2016-04-05 17:00:00,Buruk,Buruk
27163,96.0,134.0,23.0,30.0,1100.0,124.0,18.5,1001.7,3.5,0.0,SSE,2.3,Huairou,2016-04-05 18:00:00,Buruk,Sedang
27164,73.0,134.0,18.0,28.0,1000.0,109.0,17.0,1002.4,1.8,0.0,SSW,1.9,Huairou,2016-04-05 19:00:00,Sedang,Sedang
27165,54.0,102.0,12.0,24.0,800.0,92.0,15.9,1003.5,1.2,0.0,WSW,1.6,Huairou,2016-04-05 20:00:00,Sedang,Sedang
27166,47.0,93.0,13.0,31.0,1000.0,63.0,15.1,1004.3,-0.3,0.0,SW,2.5,Huairou,2016-04-05 21:00:00,Sedang,Sedang
27167,38.0,97.0,13.0,34.0,900.0,47.0,13.7,1004.6,-1.5,0.0,W,1.6,Huairou,2016-04-05 22:00:00,Sedang,Sedang
27168,37.0,67.0,22.0,40.0,1200.0,30.0,11.9,1004.8,-1.6,0.0,WNW,2.2,Huairou,2016-04-05 23:00:00,Sedang,Sedang
27169,39.0,96.0,16.0,38.0,1200.0,23.0,11.0,1004.9,-1.8,0.0,WNW,1.6,Huairou,2016-04-06 00:00:00,Sedang,Sedang
27170,39.0,110.0,16.0,32.0,1200.0,22.0,10.1,1004.7,-2.3,0.0,W,1.2,Huairou,2016-04-06 01:00:00,Sedang,Sedang
27171,36.0,51.0,17.0,26.0,1000.0,22.0,9.8,1004.0,-1.3,0.0,NW,2.0,Huairou,2016-04-06 02:00:00,Sedang,Sedang
27172,38.0,96.0,14.0,21.0,1000.0,24.0,8.8,1003.5,-0.8,0.0,SSW,1.1,Huairou,2016-04-06 03:00:00,Sedang,Sedang
27173,44.0,86.0,10.0,20.0,800.0,28.0,8.4,1002.7,0.4,0.0,WNW,1.0,Huairou,2016-04-06 04:00:00,Sedang,Sedang
27174,36.0,97.0,8.0,,900.0,27.0,8.1,1002.4,0.1,0.0,W,1.3,Huairou,2016-04-06 05:00:00,Sedang,Sedang
27175,39.0,63.0,10.0,24.0,1000.0,23.0,7.6,1002.4,-0.6,0.0,WNW,1.5,Huairou,2016-04-06 06:00:00,Sedang,Sedang
27176,40.0,82.0,9.0,33.0,1000.0,15.0,8.0,1002.6,-0.3,0.0,SE,0.7,Huairou,2016-04-06 07:00:00,Sedang,Sedang
27177,60.0,120.0,13.0,48.0,1200.0,5.0,10.6,1002.7,-0.6,0.0,ESE,1.0,Huairou,2016-04-06 08:00:00,Sedang,Sedang
27178,94.0,94.0,19.0,42.0,1300.0,22.0,11.8,1002.6,-0.1,0.0,E,0.8,Huairou,2016-04-06 09:00:00,Buruk,Sedang
27179,69.0,72.0,37.0,41.0,1800.0,38.0,13.3,1002.4,-1.5,0.0,NNW,0.8,Huairou,2016-04-06 10:00:00,Sedang,Sedang
27180,66.0,114.0,34.0,34.0,1600.0,57.0,15.0,1001.9,-0.4,0.0,S,1.6,Huairou,2016-04-06 11:00:00,Sedang,Sedang
27181,101.0,128.0,37.0,43.0,1800.0,53.0,15.8,1000.7,0.0,0.0,ESE,1.6,Huairou,2016-04-06 12:00:00,Buruk,Sedang
27182,138.0,139.0,39.0,46.0,1900.0,56.0,16.5,999.5,1.0,0.0,NNE,1.2,Huairou,2016-04-06 13:00:00,Buruk,Sedang
27183,69.62636686112984,191.0,36.0,49.0,1900.0,64.0,17.3,998.3,2.5,0.0,WSW,1.8,Huairou,2016-04-06 14:00:00,Sedang,Buruk
27184,69.62636686112984,90.17052818852626,32.0,62.0,2800.0,54.0,17.7,997.0,4.3,0.0,WSW,1.3,Huairou,2016-04-06 15:00:00,Sedang,Sedang
27185,69.62636686112984,219.0,36.0,68.0,3200.0,72.0,17.8,996.2,6.6,0.0,E,1.0,Huairou,2016-04-06 16:00:00,Sedang,Buruk
27186,192.0,234.0,30.0,72.0,3200.0,76.0,17.6,996.1,7.0,0.0,NNW,1.3,Huairou,2016-04-06 17:00:00,Buruk,Buruk
27187,204.0,262.0,25.0,72.0,3100.0,76.0,16.9,996.5,8.6,0.0,SW,1.2,Huairou,2016-04-06 18:00:00,Buruk,Buruk
27188,208.0,248.0,20.0,65.0,3100.0,71.0,16.4,996.9,8.1,0.0,SW,0.8,Huairou,2016-04-06 19:00:00,Buruk,Buruk
27189,225.0,258.0,17.0,65.0,3300.0,48.0,15.6,997.9,8.6,0.0,E,1.4,Huairou,2016-04-06 20:00:00,Buruk,Buruk
27190,229.0,266.0,16.0,83.0,3400.0,19.0,14.9,998.4,8.8,0.0,N,0.9,Huairou,2016-04-06 21:00:00,Buruk,Buruk
27191,235.0,249.0,11.0,80.0,3400.0,3.0,13.2,998.7,7.8,0.0,NW,1.5,Huairou,2016-04-06 22:00:00,Buruk,Buruk
27192,229.0,229.0,10.0,46.0,3100.0,32.0,12.0,998.3,7.3,0.0,SSE,1.0,Huairou,2016-04-06 23:00:00,Buruk,Buruk
27193,217.0,217.0,8.0,38.0,3000.0,29.0,11.3,998.4,7.2,0.0,W,1.1,Huairou,2016-04-07 00:00:00,Buruk,Buruk
27194,208.0,208.0,7.0,33.0,2900.0,33.0,10.4,998.3,7.1,0.0,NW,0.7,Huairou,2016-04-07 01:00:00,Buruk,Buruk
27195,207.0,207.0,6.0,28.0,2800.0,36.0,9.5,998.3,7.3,0.0,NW,1.1,Huairou,2016-04-07 02:00:00,Buruk,Buruk
27196,201.0,201.0,4.0,25.0,2700.0,30.0,9.1,998.5,6.7,0.0,NNE,1.0,Huairou,2016-04-07 03:00:00,Buruk,Buruk
27197,204.0,204.0,3.0,30.0,2800.0,15.0,9.0,999.4,6.4,0.0,NE,1.7,Huairou,2016-04-07 04:00:00,Buruk,Buruk
27198,206.0,206.0,3.0,54.0,2700.0,2.0,8.4,999.7,6.4,0.0,NNW,1.2,Huairou,2016-04-07 05:00:00,Buruk,Buruk
27199,212.0,212.0,2.0,40.0,2600.0,6.0,8.2,1000.5,5.8,0.0,E,1.3,Huairou,2016-04-07 06:00:00,Buruk,Buruk
27200,184.0,202.0,3.0,41.0,2500.0,4.0,8.4,1001.6,5.9,0.0,NNW,1.2,Huairou,2016-04-07 07:00:00,Buruk,Buruk
27201,185.0,241.0,6.0,56.0,2500.0,2.0,13.4,1002.4,5.8,0.0,NW,1.0,Huairou,2016-04-07 08:00:00,Buruk,Buruk
27202,129.0,196.0,8.0,39.0,1900.0,31.0,19.0,1002.8,-8.3,0.0,NW,4.3,Huairou,2016-04-07 09:00:00,Buruk,Buruk
27203,12.0,47.0,2.0,6.0,1000.0,68.0,20.7,1003.1,-8.7,0.0,NNE,2.8,Huairou,2016-04-07 10:00:00,Baik,Baik
27204,7.0,33.0,2.0,5.0,1000.0,72.0,21.6,1003.1,-8.0,0.0,WNW,4.3,Huairou,2016-04-07 11:00:00,Baik,Baik
27205,6.0,84.0,2.0,6.0,1000.0,75.0,22.1,1002.7,-7.6,0.0,NW,7.3,Huairou,2016-04-07 12:00:00,Baik,Sedang
27206,3.0,25.0,2.0,3.0,1000.0,78.0,23.2,1002.5,-8.9,0.0,W,5.1,Huairou,2016-04-07 13:00:00,Baik,Baik
27207,8.0,41.0,2.0,6.0,1100.0,82.0,24.0,1002.0,-7.2,0.0,W,4.2,Huairou,2016-04-07 14:00:00,Baik,Baik
27208,9.0,41.0,2.0,5.0,1000.0,85.0,22.8,1001.5,-9.2,0.0,NW,4.9,Huairou,2016-04-07 15:00:00,Baik,Baik
27209,7.0,41.0,2.0,5.0,1000.0,85.0,23.6,1001.4,-11.2,0.0,NNW,5.4,Huairou,2016-04-07 16:00:00,Baik,Baik
27210,5.0,37.0,2.0,7.0,1000.0,80.0,22.5,1001.7,-10.7,0.0,NW,6.3,Huairou,2016-04-07 17:00:00,Baik,Baik
27211,8.0,60.0,2.0,10.0,1000.0,78.0,21.4,1002.2,-11.5,0.0,NW,3.9,Huairou,2016-04-07 18:00:00,Baik,Sedang
27212,5.0,30.0,2.0,8.0,1000.0,78.0,19.4,1003.5,-13.1,0.0,N,3.0,Huairou,2016-04-07 19:00:00,Baik,Baik
27213,9.0,30.0,2.0,9.0,1000.0,75.0,18.6,1004.9,-12.5,0.0,NNW,2.7,Huairou,2016-04-07 20:00:00,Baik,Baik
27214,8.0,8.0,2.0,8.0,1000.0,77.0,17.1,1006.5,-14.8,0.0,N,2.0,Huairou,2016-04-07 21:00:00,Baik,Baik
27215,3.0,25.0,2.0,9.0,1000.0,77.0,14.7,1007.6,-14.5,0.0,NW,1.5,Huairou,2016-04-07 22:00:00,Baik,Baik
27216,7.0,17.0,2.0,8.0,1000.0,75.0,12.7,1008.4,-18.2,0.0,NW,2.2,Huairou,2016-04-07 23:00:00,Baik,Baik
27217,9.0,16.0,2.0,4.0,1000.0,79.0,12.4,1009.1,-19.7,0.0,NW,1.9,Huairou,2016-04-08 00:00:00,Baik,Baik
27218,4.0,17.0,2.0,5.0,1200.0,71.0,9.6,1009.3,-14.3,0.0,WNW,1.2,Huairou,2016-04-08 01:00:00,Baik,Baik
27219,3.0,21.0,2.0,2.0,900.0,76.0,7.4,1009.0,-12.4,0.0,WNW,2.2,Huairou,2016-04-08 02:00:00,Baik,Baik
27220,7.0,7.0,2.0,2.0,200.0,78.0,7.2,1008.5,-17.0,0.0,NW,3.1,Huairou,2016-04-08 03:00:00,Baik,Baik
27221,8.0,20.0,2.0,13.0,200.0,53.0,7.9,1008.2,-16.4,0.0,NW,2.4,Huairou,2016-04-08 04:00:00,Baik,Baik
27222,7.0,11.0,2.0,,200.0,64.0,5.8,1008.2,-14.3,0.0,E,0.9,Huairou,2016-04-08 05:00:00,Baik,Baik
27223,6.0,23.0,3.0,8.0,300.0,56.0,7.0,1008.3,-17.2,0.0,N,1.3,Huairou,2016-04-08 06:00:00,Baik,Baik
27224,11.0,42.0,4.0,21.0,400.0,39.0,9.8,1008.3,-14.9,0.0,ESE,0.9,Huairou,2016-04-08 07:00:00,Baik,Baik
27225,12.0,55.0,3.0,26.0,400.0,33.0,12.7,1008.1,-10.4,0.0,ESE,1.6,Huairou,2016-04-08 08:00:00,Baik,Sedang
27226,8.0,42.0,3.0,10.0,300.0,57.0,16.3,1007.7,-19.7,0.0,W,2.5,Huairou,2016-04-08 09:00:00,Baik,Baik
27227,3.0,36.0,2.0,5.0,300.0,68.0,18.1,1007.0,-18.3,0.0,WSW,3.5,Huairou,2016-04-08 10:00:00,Baik,Baik
27228,6.0,31.0,2.0,4.0,300.0,73.0,19.9,1006.1,-17.0,0.0,SSW,3.7,Huairou,2016-04-08 11:00:00,Baik,Baik
27229,3.0,45.0,2.0,4.0,300.0,79.0,21.4,1004.3,-15.9,0.0,WSW,4.5,Huairou,2016-04-08 12:00:00,Baik,Baik
27230,5.0,42.0,2.0,4.0,300.0,83.0,23.1,1002.7,-14.7,0.0,WSW,5.4,Huairou,2016-04-08 13:00:00,Baik,Baik
27231,5.0,56.0,2.0,5.0,300.0,88.0,24.1,1001.5,-13.9,0.0,SW,4.8,Huairou,2016-04-08 14:00:00,Baik,Sedang
27232,15.0,84.0,2.0,10.0,300.0,95.0,24.3,1000.0,-12.1,0.0,SSW,5.8,Huairou,2016-04-08 15:00:00,Baik,Sedang
27233,13.0,97.0,2.0,11.0,300.0,91.0,24.1,998.9,-12.3,0.0,SSW,4.9,Huairou,2016-04-08 16:00:00,Baik,Sedang
27234,15.0,102.0,2.0,15.0,300.0,90.0,23.8,998.3,-11.0,0.0,S,4.1,Huairou,2016-04-08 17:00:00,Baik,Sedang
27235,23.0,135.0,3.0,21.0,400.0,85.0,22.6,998.6,-9.4,0.0,SSW,2.7,Huairou,2016-04-08 18:00:00,Baik,Sedang
27236,24.0,153.0,4.0,25.0,500.0,73.0,20.7,998.9,-9.8,0.0,S,1.2,Huairou,2016-04-08 19:00:00,Baik,Buruk
27237,35.0,143.0,4.0,38.0,500.0,49.0,17.5,999.9,-6.4,0.0,WNW,1.3,Huairou,2016-04-08 20:00:00,Baik,Sedang
27238,37.0,143.0,4.0,76.0,800.0,2.0,15.5,1000.4,-3.4,0.0,NW,1.3,Huairou,2016-04-08 21:00:00,Sedang,Sedang
27239,47.0,193.0,5.0,84.0,1200.0,2.0,14.0,1000.2,-5.2,0.0,NW,1.8,Huairou,2016-04-08 22:00:00,Sedang,Buruk
27240,40.0,136.0,3.0,44.0,700.0,4.0,12.1,1000.3,-1.8,0.0,NW,1.3,Huairou,2016-04-08 23:00:00,Sedang,Sedang
27241,25.0,115.0,2.0,22.0,600.0,21.0,10.9,1000.2,-1.2,0.0,NW,1.4,Huairou,2016-04-09 00:00:00,Baik,Sedang
27242,27.0,101.0,2.0,18.0,500.0,23.0,9.6,1000.4,0.2,0.0,WNW,1.0,Huairou,2016-04-09 01:00:00,Baik,Sedang
27243,24.0,93.0,2.0,13.0,400.0,29.0,9.0,1000.1,-2.3,0.0,WNW,1.1,Huairou,2016-04-09 02:00:00,Baik,Sedang
27244,19.0,88.0,2.0,11.0,400.0,30.0,8.7,999.8,-1.7,0.0,NW,1.8,Huairou,2016-04-09 03:00:00,Baik,Sedang
27245,22.0,90.0,2.0,11.0,400.0,25.0,7.1,999.6,-2.9,0.0,S,0.6,Huairou,2016-04-09 04:00:00,Baik,Sedang
27246,22.0,91.0,2.0,14.0,400.0,20.0,6.9,999.5,-2.3,0.0,NW,1.2,Huairou,2016-04-09 05:00:00,Baik,Sedang
27247,17.0,85.0,2.0,15.0,500.0,19.0,6.0,999.8,0.1,0.0,WNW,1.5,Huairou,2016-04-09 06:00:00,Baik,Sedang
27248,29.0,104.0,5.0,32.0,600.0,2.0,8.3,1000.1,-0.5,0.0,WNW,0.5,Huairou,2016-04-09 07:00:00,Baik,Sedang
27249,43.0,161.0,5.0,49.0,700.0,2.0,14.4,1000.5,-2.5,0.0,ENE,0.6,Huairou,2016-04-09 08:00:00,Sedang,Buruk
27250,45.0,176.0,5.0,44.0,600.0,11.0,18.1,1000.7,-2.3,0.0,ESE,2.1,Huairou,2016-04-09 09:00:00,Sedang,Buruk
27251,47.0,199.0,6.0,31.0,600.0,37.0,20.9,1001.0,-2.9,0.0,ESE,2.5,Huairou,2016-04-09 10:00:00,Sedang,Buruk
27252,56.0,182.0,10.0,36.0,600.0,48.0,23.2,1000.6,-4.0,0.0,ESE,2.3,Huairou,2016-04-09 11:00:00,Sedang,Buruk
27253,51.0,173.0,10.0,34.0,600.0,63.0,25.0,999.7,-4.4,0.0,S,2.7,Huairou,2016-04-09 12:00:00,Sedang,Buruk
27254,116.0,236.0,19.0,36.0,700.0,81.0,25.0,999.0,0.5,0.0,SSE,5.9,Huairou,2016-04-09 13:00:00,Buruk,Buruk
27255,103.0,472.0,18.0,31.0,900.0,93.0,23.0,999.2,1.3,0.0,S,5.1,Huairou,2016-04-09 14:00:00,Buruk,Buruk
27256,87.0,500.0,13.0,24.0,700.0,88.0,22.3,999.2,1.3,0.0,SE,4.7,Huairou,2016-04-09 15:00:00,Buruk,Buruk
27257,76.0,51.3,15.0,21.0,700.0,89.0,21.3,999.0,0.5,0.0,SSE,4.3,Huairou,2016-04-09 16:00:00,Buruk,Sedang
27258,64.0,53.2,13.0,20.0,700.0,83.0,19.0,999.5,-1.0,0.0,SSE,4.6,Huairou,2016-04-09 17:00:00,Sedang,Sedang
27259,50.0,463.0,10.0,23.0,700.0,76.0,17.2,1000.3,-2.5,0.0,SSE,2.8,Huairou,2016-04-09 18:00:00,Sedang,Buruk
27260,44.0,366.0,10.0,25.0,700.0,70.0,15.5,1001.6,-4.0,0.0,S,2.7,Huairou,2016-04-09 19:00:00,Sedang,Buruk
27261,43.0,309.0,9.0,25.0,600.0,66.0,14.5,1002.9,-5.3,0.0,S,3.3,Huairou,2016-04-09 20:00:00,Sedang,Buruk
27262,38.0,279.0,9.0,22.0,600.0,62.0,13.3,1004.2,-6.3,0.0,SW,2.4,Huairou,2016-04-09 21:00:00,Sedang,Buruk
27263,38.0,267.0,7.0,21.0,600.0,53.0,12.3,1005.4,-9.4,0.0,SSE,2.6,Huairou,2016-04-09 22:00:00,Sedang,Buruk
27264,40.0,258.0,12.0,23.0,700.0,45.0,11.4,1005.8,-10.2,0.0,SSW,1.5,Huairou,2016-04-09 23:00:00,Sedang,Buruk
27265,34.0,248.0,10.0,28.0,600.0,32.0,9.2,1006.5,-6.7,0.0,WNW,1.7,Huairou,2016-04-10 00:00:00,Baik,Buruk
27266,33.0,196.0,11.0,22.0,700.0,34.0,8.1,1006.9,-5.0,0.0,WNW,1.2,Huairou,2016-04-10 01:00:00,Baik,Buruk
27267,31.0,186.0,9.0,15.0,500.0,37.0,6.5,1006.7,-5.2,0.0,NNW,1.2,Huairou,2016-04-10 02:00:00,Baik,Buruk
27268,31.0,183.0,7.0,21.0,500.0,24.0,6.2,1007.0,-5.2,0.0,NNW,0.7,Huairou,2016-04-10 03:00:00,Baik,Buruk
27269,37.0,188.0,4.0,22.0,500.0,19.0,5.8,1006.8,-2.6,0.0,NNW,1.0,Huairou,2016-04-10 04:00:00,Sedang,Buruk
27270,38.0,192.0,9.0,,700.0,2.0,5.2,1006.9,-3.4,0.0,NW,1.3,Huairou,2016-04-10 05:00:00,Sedang,Buruk
27271,64.0,204.0,5.0,38.0,600.0,2.0,4.3,1007.4,-3.2,0.0,NW,1.1,Huairou,2016-04-10 06:00:00,Sedang,Buruk
27272,37.0,177.0,4.0,27.0,600.0,12.0,5.9,1008.0,-3.2,0.0,ENE,0.4,Huairou,2016-04-10 07:00:00,Sedang,Buruk
27273,44.0,211.0,8.0,43.0,800.0,2.0,10.9,1008.2,-5.6,0.0,ENE,1.0,Huairou,2016-04-10 08:00:00,Sedang,Buruk
27274,48.0,242.0,15.0,39.0,800.0,21.0,13.1,1008.7,-7.6,0.0,E,2.1,Huairou,2016-04-10 09:00:00,Sedang,Buruk
27275,50.0,279.0,14.0,32.0,800.0,35.0,15.1,1008.8,-7.1,0.0,SSW,1.5,Huairou,2016-04-10 10:00:00,Sedang,Buruk
27276,52.0,269.0,14.0,29.0,800.0,48.0,16.5,1008.3,-7.9,0.0,SSE,2.3,Huairou,2016-04-10 11:00:00,Sedang,Buruk
27277,88.0,247.0,12.0,21.0,700.0,77.0,18.1,1008.0,-9.0,0.0,SSE,3.0,Huairou,2016-04-10 12:00:00,Buruk,Buruk
27278,52.0,239.0,11.0,30.0,700.0,79.0,18.1,1007.3,-9.0,0.0,SW,3.4,Huairou,2016-04-10 13:00:00,Sedang,Buruk
27279,59.0,246.0,12.0,41.0,700.0,78.0,19.1,1007.1,-8.2,0.0,S,2.9,Huairou,2016-04-10 14:00:00,Sedang,Buruk
27280,60.0,232.0,12.0,30.0,700.0,100.0,19.4,1006.6,-7.1,0.0,SSE,4.0,Huairou,2016-04-10 15:00:00,Sedang,Buruk
27281,59.0,234.0,12.0,28.0,700.0,111.0,19.3,1006.5,-7.2,0.0,SSE,3.8,Huairou,2016-04-10 16:00:00,Sedang,Buruk
27282,69.0,233.0,13.0,24.0,800.0,131.0,18.2,1006.8,-6.5,0.0,SSE,4.3,Huairou,2016-04-10 17:00:00,Sedang,Buruk
27283,61.0,210.0,15.0,28.0,900.0,106.0,17.1,1007.3,-6.1,0.0,SSE,3.4,Huairou,2016-04-10 18:00:00,Sedang,Buruk
27284,65.0,187.0,16.0,37.0,1100.0,90.0,15.7,1008.2,-6.0,0.0,SE,1.3,Huairou,2016-04-10 19:00:00,Sedang,Buruk
27285,58.0,249.0,11.0,36.0,800.0,64.0,13.8,1010.3,-4.4,0.0,SE,6.0,Huairou,2016-04-10 20:00:00,Sedang,Buruk
27286,46.0,341.0,8.0,22.0,500.0,67.0,11.4,1012.3,-5.2,0.0,SSE,5.6,Huairou,2016-04-10 21:00:00,Sedang,Buruk
27287,40.0,253.0,10.0,26.0,600.0,54.0,10.4,1013.5,-5.6,0.0,S,3.5,Huairou,2016-04-10 22:00:00,Sedang,Buruk
27288,33.0,181.0,7.0,23.0,500.0,54.0,9.4,1014.1,-6.1,0.0,SSW,1.1,Huairou,2016-04-10 23:00:00,Baik,Buruk
27289,30.0,151.0,5.0,23.0,400.0,49.0,8.6,1014.6,-8.0,0.0,SSW,2.9,Huairou,2016-04-11 00:00:00,Baik,Buruk
27290,20.0,103.0,6.0,17.0,400.0,57.0,8.1,1014.4,-6.5,0.0,SW,2.3,Huairou,2016-04-11 01:00:00,Baik,Sedang
27291,23.0,101.0,4.0,21.0,400.0,47.0,6.5,1013.9,-4.6,0.0,W,1.4,Huairou,2016-04-11 02:00:00,Baik,Sedang
27292,23.0,89.0,3.0,25.0,400.0,39.0,6.7,1013.8,-6.3,0.0,WSW,1.9,Huairou,2016-04-11 03:00:00,Baik,Sedang
27293,20.0,69.0,4.0,21.0,300.0,45.0,7.0,1013.5,-7.8,0.0,SW,1.9,Huairou,2016-04-11 04:00:00,Baik,Sedang
27294,21.0,82.0,5.0,27.0,300.0,36.0,6.0,1013.2,-6.9,0.0,ESE,1.0,Huairou,2016-04-11 05:00:00,Baik,Sedang
27295,23.0,92.0,8.0,44.0,500.0,15.0,5.5,1013.3,-7.1,0.0,SE,0.5,Huairou,2016-04-11 06:00:00,Baik,Sedang
27296,31.0,109.0,9.0,53.0,500.0,8.0,6.0,1013.5,-7.3,0.0,SW,0.8,Huairou,2016-04-11 07:00:00,Baik,Sedang
27297,32.0,93.0,7.0,37.0,500.0,32.0,8.4,1013.5,-9.6,0.0,SSE,2.2,Huairou,2016-04-11 08:00:00,Baik,Sedang
27298,30.0,97.0,6.0,22.0,400.0,54.0,10.2,1012.9,-9.0,0.0,SSE,4.0,Huairou,2016-04-11 09:00:00,Baik,Sedang
27299,27.0,98.0,5.0,14.0,400.0,69.0,11.3,1012.6,-10.3,0.0,SSE,4.0,Huairou,2016-04-11 10:00:00,Baik,Sedang
27300,25.0,86.0,5.0,13.0,500.0,75.0,11.3,1011.3,-10.3,0.0,SSE,3.8,Huairou,2016-04-11 11:00:00,Baik,Sedang
27301,29.0,84.0,6.0,17.0,500.0,74.0,12.7,1009.8,-9.7,0.0,SE,3.5,Huairou,2016-04-11 12:00:00,Baik,Sedang
27302,30.0,81.0,6.0,15.0,500.0,83.0,13.0,1008.3,-10.1,0.0,SSE,3.4,Huairou,2016-04-11 13:00:00,Baik,Sedang
27303,35.0,85.0,6.0,15.0,500.0,91.0,13.6,1006.8,-9.6,0.0,SSW,2.4,Huairou,2016-04-11 14:00:00,Baik,Sedang
27304,41.0,93.0,6.0,16.0,500.0,97.0,14.5,1004.8,-7.6,0.0,S,3.1,Huairou,2016-04-11 15:00:00,Sedang,Sedang
27305,43.0,98.0,6.0,18.0,500.0,97.0,14.6,1003.5,-6.3,0.0,SSE,3.3,Huairou,2016-04-11 16:00:00,Sedang,Sedang
27306,45.0,107.0,7.0,26.0,600.0,85.0,14.3,1002.6,-5.5,0.0,S,2.6,Huairou,2016-04-11 17:00:00,Sedang,Sedang
27307,47.0,120.0,9.0,29.0,600.0,79.0,13.2,1002.2,-4.5,0.0,SE,2.7,Huairou,2016-04-11 18:00:00,Sedang,Sedang
27308,48.0,98.0,9.0,29.0,600.0,81.0,12.5,1002.5,-6.5,0.0,SSE,2.8,Huairou,2016-04-11 19:00:00,Sedang,Sedang
27309,43.0,129.0,9.0,23.0,500.0,72.0,10.9,1004.0,-4.8,0.0,SE,2.2,Huairou,2016-04-11 20:00:00,Sedang,Sedang
27310,44.0,102.0,8.0,25.0,500.0,62.0,10.3,1005.0,-3.4,0.0,SSW,1.8,Huairou,2016-04-11 21:00:00,Sedang,Sedang
27311,42.0,96.0,10.0,27.0,600.0,55.0,9.9,1004.0,-3.4,0.0,SE,2.6,Huairou,2016-04-11 22:00:00,Sedang,Sedang
27312,103.0,103.0,11.0,23.0,600.0,59.0,9.6,1004.0,-2.1,0.0,W,1.8,Huairou,2016-04-11 23:00:00,Buruk,Sedang
27313,40.0,105.0,8.0,22.0,600.0,52.0,7.2,1003.4,3.2,0.0,WNW,1.9,Huairou,2016-04-12 00:00:00,Sedang,Sedang
27314,41.0,87.0,2.0,17.0,700.0,32.0,6.5,1002.4,4.0,0.5,WNW,2.2,Huairou,2016-04-12 01:00:00,Sedang,Sedang
27315,45.0,53.0,2.0,14.0,500.0,21.0,6.4,1001.0,5.0,0.9,NNW,2.4,Huairou,2016-04-12 02:00:00,Sedang,Sedang
27316,47.0,47.0,2.0,12.0,500.0,23.0,6.2,1000.7,4.8,1.6,NW,0.9,Huairou,2016-04-12 03:00:00,Sedang,Baik
27317,50.0,50.0,2.0,14.0,500.0,14.0,6.2,1000.1,5.3,0.0,ESE,1.1,Huairou,2016-04-12 04:00:00,Sedang,Baik
27318,52.0,52.0,2.0,,600.0,2.0,6.0,999.6,4.6,0.0,NE,1.8,Huairou,2016-04-12 05:00:00,Sedang,Sedang
27319,47.0,47.0,2.0,25.0,600.0,8.0,5.5,999.2,3.7,0.0,NE,1.0,Huairou,2016-04-12 06:00:00,Sedang,Baik
27320,53.0,53.0,2.0,24.0,600.0,13.0,5.9,999.9,4.7,0.0,NNW,0.4,Huairou,2016-04-12 07:00:00,Sedang,Sedang
27321,55.0,55.0,2.0,30.0,700.0,13.0,6.7,1000.0,4.7,0.2,NE,1.1,Huairou,2016-04-12 08:00:00,Sedang,Sedang
27322,51.0,60.0,2.0,25.0,700.0,10.0,6.1,1000.2,4.7,3.6,ENE,1.7,Huairou,2016-04-12 09:00:00,Sedang,Sedang
27323,54.0,54.0,2.0,34.0,700.0,4.0,6.7,999.5,5.8,1.0,E,1.8,Huairou,2016-04-12 10:00:00,Sedang,Sedang
27324,52.0,63.0,5.0,22.0,700.0,29.0,9.5,999.6,5.9,0.0,WSW,1.7,Huairou,2016-04-12 11:00:00,Sedang,Sedang
27325,65.0,65.0,7.0,15.0,700.0,59.0,12.3,998.4,7.0,0.0,WSW,2.0,Huairou,2016-04-12 12:00:00,Sedang,Sedang
27326,66.0,66.0,6.0,12.0,600.0,81.0,13.8,997.5,6.9,0.0,SE,1.5,Huairou,2016-04-12 13:00:00,Sedang,Sedang
27327,67.0,67.0,5.0,16.0,600.0,85.0,16.8,996.7,8.2,0.0,SE,2.0,Huairou,2016-04-12 14:00:00,Sedang,Sedang
27328,70.0,70.0,5.0,20.0,600.0,96.0,17.0,996.0,7.6,0.0,SE,1.8,Huairou,2016-04-12 15:00:00,Sedang,Sedang
27329,62.0,62.0,4.0,17.0,600.0,99.0,13.4,995.6,8.0,2.1,WNW,2.4,Huairou,2016-04-12 16:00:00,Sedang,Sedang
27330,40.0,52.0,5.0,18.0,600.0,83.0,14.7,996.3,8.9,0.0,NE,1.7,Huairou,2016-04-12 17:00:00,Sedang,Sedang
27331,50.0,50.0,5.0,19.0,600.0,77.0,15.7,996.0,9.1,0.0,W,0.9,Huairou,2016-04-12 18:00:00,Sedang,Baik
27332,52.0,52.0,3.0,21.0,600.0,60.0,13.1,996.5,9.5,0.0,WNW,2.3,Huairou,2016-04-12 19:00:00,Sedang,Sedang
27333,61.0,61.0,2.0,22.0,700.0,43.0,11.4,997.0,9.1,0.0,NW,1.2,Huairou,2016-04-12 20:00:00,Sedang,Sedang
